loan_id,no_of_dependents, education, self_employed, income_annum, loan_amount, loan_term, cibil_score, residential_assets_value, commercial_assets_value, luxury_assets_value, bank_asset_value, loan_status
8875,0, Not Graduate, Yes,4600000,10400000,20,531,8200000,4100000,11600000,7100000, Rejected
8876,5, Graduate, No,6900000,18000000,12,532,5100000,11600000,17900000,3700000, Rejected
8877,1, Not Graduate, No,8700000,24400000,18,393,22900000,8900000,23600000,10500000, Rejected
8878,1, Not Graduate, No,6600000,15100000,14,805,11300000,3200000,19500000,6500000, Approved
8879,2, Not Graduate, Yes,7000000,24600000,10,702,8900000,5100000,14900000,7500000, Approved
8880,0, Graduate, Yes,8100000,20800000,16,773,12700000,7700000,16800000,8800000, Approved
8881,5, Graduate, Yes,4400000,17200000,20,850,3900000,5100000,13500000,2200000, Approved
8882,0, Graduate, Yes,1100000,4100000,4,783,2900000,2300000,2600000,1600000, Approved
8883,2, Graduate, No,4400000,14600000,2,900,3900000,7200000,13800000,4300000, Approved
8884,0, Graduate, No,9200000,23200000,12,314,14300000,18500000,30700000,11500000, Approved
8885,1, Graduate, No,7500000,18000000,20,413,18500000,8500000,18400000,4400000, Rejected
8886,5, Not Graduate, Yes,8000000,28900000,4,658,11400000,8700000,29800000,4700000, Approved
8887,2, Graduate, Yes,9900000,35800000,20,638,13900000,13700000,39300000,6800000, Approved
8888,2, Not Graduate, Yes,2000000,5600000,10,678,4600000,1300000,3800000,2700000, Approved
8889,0, Not Graduate, Yes,700000,2500000,2,633,300000,1400000,1900000,600000, Approved
8890,2, Graduate, No,600000,1200000,12,495,0,1300000,2200000,700000, Rejected
8891,4, Graduate, No,3300000,8600000,18,790,400000,0,9200000,4500000, Approved
8892,2, Not Graduate, No,2100000,4500000,18,604,2600000,500000,5300000,1800000, Approved
8893,3, Not Graduate, Yes,3300000,12200000,2,732,2800000,4200000,12600000,4300000, Approved
8894,1, Graduate, Yes,6100000,19000000,6,900,13100000,6200000,17700000,7900000, Approved
8895,0, Not Graduate, Yes,9700000,27500000,18,581,6500000,10000000,28800000,14500000, Approved
8896,4, Not Graduate, No,200000,700000,10,682,300000,200000,500000,400000, Approved
8897,3, Not Graduate, Yes,1400000,5300000,6,353,200000,200000,5500000,1000000, Approved
8898,4, Graduate, Yes,6600000,12900000,12,768,4800000,3800000,25300000,9500000, Approved
8899,2, Not Graduate, Yes,4000000,7700000,10,418,9900000,7200000,14200000,2100000, Rejected
8900,3, Graduate, No,1600000,5300000,18,668,300000,400000,4500000,1700000, Approved
8901,3, Graduate, Yes,3000000,8800000,4,674,2800000,5600000,11000000,3900000, Approved
8902,3, Graduate, No,2700000,6100000,10,778,7000000,2300000,6600000,2600000, Approved
8903,2, Graduate, No,2700000,9400000,16,612,8300000,2700000,6200000,3700000, Approved
8904,0, Not Graduate, Yes,9100000,20200000,12,402,24300000,16200000,32500000,7100000, Rejected
8905,4, Graduate, Yes,5100000,14000000,14,485,9900000,0,10700000,6900000, Rejected
8906,0, Graduate, Yes,5300000,14400000,2,886,1800000,2100000,20800000,6000000, Approved
8907,2, Not Graduate, Yes,9700000,33300000,2,301,4500000,18500000,24900000,8900000, Rejected
8908,0, Graduate, No,4000000,8700000,6,677,3400000,6200000,10100000,4700000, Approved
8909,0, Graduate, Yes,900000,3800000,8,558,2400000,900000,2100000,1500000, Rejected
8910,0, Graduate, Yes,6500000,15600000,16,645,3400000,6300000,22700000,8000000, Approved
8911,4, Graduate, No,3800000,11700000,10,887,10300000,4000000,10200000,3000000, Approved
8912,4, Graduate, Yes,7900000,26300000,14,384,10700000,14300000,29400000,7900000, Rejected
8913,1, Not Graduate, Yes,3100000,10900000,2,555,6400000,4100000,11100000,4900000, Approved
8914,1, Graduate, Yes,7600000,21500000,20,649,13200000,10300000,29300000,7900000, Approved
8915,0, Not Graduate, Yes,1800000,3800000,2,487,4000000,2400000,4400000,1300000, Rejected
8916,1, Not Graduate, Yes,4000000,15700000,14,427,10600000,2800000,14500000,3400000, Rejected
8917,4, Not Graduate, Yes,9700000,34900000,10,508,10300000,14600000,25200000,6600000, Rejected
8918,2, Graduate, No,4600000,16900000,18,731,7400000,8900000,13200000,5600000, Approved
8919,0, Graduate, No,1500000,2500000,2,666,3600000,700000,5100000,1400000, Approved
8920,0, Graduate, No,5100000,15400000,2,900,1700000,2100000,21100000,5800000, Approved
8921,1, Not Graduate, No,7400000,23900000,6,573,8700000,1400000,22700000,5900000, Approved
8922,0, Graduate, No,7000000,14800000,18,708,9800000,11100000,20400000,6300000, Approved
8923,1, Graduate, No,7000000,19500000,10,420,20600000,7600000,21900000,5000000, Rejected
8924,3, Graduate, No,8900000,18100000,6,679,5800000,2100000,18200000,8800000, Approved
8925,3, Graduate, No,200000,800000,18,764,300000,300000,600000,200000, Approved
8926,3, Graduate, Yes,7700000,14700000,6,364,11800000,14000000,22500000,6300000, Rejected
8927,5, Graduate, Yes,9800000,40200000,10,366,1800000,14000000,39600000,9700000, Rejected
8928,3, Not Graduate, Yes,3500000,13100000,16,575,10500000,4100000,9800000,2100000, Approved
8929,0, Graduate, Yes,900000,2200000,16,572,0,900000,2000000,600000, Approved
8930,1, Graduate, No,9300000,34100000,12,676,8700000,1800000,33100000,9400000, Approved
8931,0, Not Graduate, Yes,9600000,23900000,14,427,4500000,16900000,20900000,10500000, Rejected
8932,5, Not Graduate, Yes,2100000,6500000,8,810,2400000,2700000,7400000,2700000, Approved
8933,3, Not Graduate, No,5700000,13300000,6,886,15200000,10200000,12600000,6300000, Approved
8934,2, Graduate, No,4600000,14500000,4,810,7000000,2300000,13100000,6300000, Approved
8935,0, Not Graduate, No,8100000,24600000,18,853,14800000,15300000,27000000,6500000, Approved
8936,4, Graduate, No,3300000,8100000,2,582,6300000,1800000,9800000,2700000, Approved
8937,0, Graduate, No,7000000,26800000,14,489,15200000,8900000,16300000,7300000, Rejected
8938,0, Graduate, No,1500000,5600000,18,598,1900000,2300000,4200000,1800000, Approved
8939,4, Not Graduate, Yes,3000000,6600000,20,897,2200000,3500000,10400000,4000000, Approved
8940,0, Not Graduate, Yes,5000000,16600000,16,332,13500000,100000,17900000,2900000, Rejected
8941,2, Graduate, No,5500000,12000000,4,610,13900000,2800000,11700000,5100000, Approved
8942,0, Not Graduate, Yes,10000000,35800000,4,501,800000,14200000,26500000,12500000, Approved
8943,2, Not Graduate, No,5800000,20900000,14,524,7400000,6000000,13200000,8300000, Rejected
8944,0, Not Graduate, No,3500000,11400000,16,822,4200000,2200000,9800000,2400000, Approved
8945,0, Not Graduate, Yes,9000000,23000000,10,600,12600000,3400000,27500000,6200000, Approved
8946,1, Not Graduate, Yes,1000000,3900000,18,374,2600000,400000,2000000,500000, Rejected
8947,2, Graduate, No,5100000,11100000,14,341,7400000,2800000,10900000,6300000, Rejected
8948,1, Graduate, Yes,4300000,10300000,4,829,4600000,4500000,15100000,4700000, Approved
8949,1, Not Graduate, Yes,4700000,15600000,16,381,3900000,5500000,14300000,3300000, Rejected
8950,0, Graduate, No,6500000,14700000,6,465,5200000,12600000,23800000,4100000, Rejected
8951,3, Graduate, Yes,6400000,16600000,18,640,7000000,2500000,25300000,5000000, Approved
8952,4, Graduate, No,9700000,35800000,18,473,10000000,12300000,24700000,11900000, Approved
8953,5, Not Graduate, Yes,8900000,40000000,2,661,2900000,1200000,32800000,9000000, Approved
8954,0, Graduate, Yes,7500000,23400000,4,467,17200000,10700000,24700000,7100000, Approved
8955,2, Graduate, No,2300000,9200000,18,327,1800000,800000,5400000,1500000, Rejected
8956,5, Graduate, No,2200000,5200000,20,667,5400000,1400000,4700000,1300000, Approved
8957,0, Graduate, Yes,4800000,12100000,12,526,4500000,700000,16100000,3600000, Rejected
8958,4, Not Graduate, No,4200000,13600000,12,775,11400000,4600000,11000000,3600000, Approved
8959,5, Graduate, Yes,4400000,8400000,4,584,6100000,900000,8900000,2300000, Approved
8960,1, Graduate, No,5100000,14400000,12,884,8900000,7900000,17800000,5400000, Approved
8961,3, Not Graduate, Yes,800000,2500000,20,535,800000,200000,3300000,900000, Rejected
8962,0, Graduate, No,1800000,5800000,18,332,2800000,600000,6900000,900000, Rejected
8963,0, Not Graduate, Yes,9000000,35900000,2,712,17200000,16500000,23000000,10000000, Approved
8964,1, Graduate, Yes,7600000,23300000,8,573,3400000,2200000,22300000,6600000, Approved
8965,1, Not Graduate, Yes,2300000,5800000,14,651,6600000,100000,5000000,1100000, Approved
8966,0, Not Graduate, No,9700000,19300000,16,617,6400000,800000,39200000,8300000, Approved
8967,3, Not Graduate, Yes,1900000,4100000,16,596,1700000,4000000,5500000,1300000, Approved
8968,1, Not Graduate, Yes,2300000,6100000,8,562,3400000,1800000,6900000,3100000, Approved
8969,4, Not Graduate, No,1700000,4100000,8,810,2300000,2700000,3600000,1800000, Approved
8970,3, Graduate, No,7800000,23700000,12,466,7300000,6600000,28900000,9300000, Rejected
8971,4, Graduate, Yes,5900000,21500000,16,867,11500000,3600000,12600000,4100000, Approved
8972,5, Graduate, No,4100000,11000000,14,389,6000000,1600000,8600000,5300000, Rejected
8973,0, Not Graduate, No,8500000,31400000,4,849,2900000,400000,32300000,7900000, Approved
8974,5, Graduate, Yes,9200000,20200000,14,845,8000000,6400000,31300000,10100000, Approved
8975,3, Not Graduate, Yes,900000,3000000,14,574,1200000,1400000,2700000,500000, Approved
8976,1, Not Graduate, Yes,1300000,5300000,20,443,900000,800000,4000000,1700000, Rejected
8977,0, Graduate, Yes,4100000,9200000,4,679,3200000,6600000,9700000,4900000, Approved
8978,5, Graduate, Yes,1500000,3400000,16,378,100000,2600000,3500000,1100000, Rejected
8979,1, Not Graduate, Yes,600000,1600000,4,656,1500000,100000,1400000,700000, Approved
8980,0, Graduate, Yes,5400000,18800000,2,878,500000,700000,18100000,6300000, Approved
8981,4, Graduate, No,4800000,13200000,2,666,200000,5100000,14800000,7000000, Approved
8982,5, Graduate, No,1800000,6500000,16,428,4000000,2100000,7300000,1100000, Rejected
8983,3, Graduate, No,1400000,3500000,16,379,2700000,2000000,2800000,1500000, Rejected
8984,2, Graduate, Yes,1000000,4800000,20,613,3800000,1500000,4500000,600000, Approved
8985,2, Graduate, Yes,9100000,19500000,16,414,2900000,14700000,36400000,10600000, Rejected
8986,5, Not Graduate, Yes,8500000,27300000,10,582,23000000,14300000,30300000,10900000, Approved
8987,3, Not Graduate, No,2100000,5500000,4,534,600000,600000,6600000,2900000, Approved
8988,2, Graduate, Yes,6600000,21500000,14,327,8200000,0,22600000,4700000, Rejected
8989,2, Not Graduate, No,9500000,32100000,16,877,4400000,18300000,30200000,13100000, Approved
8990,4, Graduate, No,4800000,12100000,6,451,7900000,1200000,18700000,3300000, Rejected
8991,0, Not Graduate, Yes,4900000,11500000,16,727,14600000,800000,18700000,4100000, Approved
8992,3, Not Graduate, Yes,8000000,30100000,10,573,18600000,7400000,17100000,12000000, Approved
8993,5, Graduate, No,3300000,13500000,20,519,700000,4500000,8600000,4000000, Rejected
8994,2, Graduate, Yes,7000000,20900000,8,535,5800000,9100000,26900000,9700000, Rejected
8995,5, Not Graduate, Yes,3600000,9600000,18,648,9600000,4000000,10600000,3200000, Approved
8996,1, Graduate, Yes,5200000,14400000,4,646,7200000,3400000,18000000,2700000, Approved
8997,5, Graduate, No,1400000,3400000,6,699,2000000,300000,4700000,1600000, Approved
8998,1, Graduate, No,1800000,6400000,6,542,2700000,3300000,5100000,1100000, Approved
8999,4, Graduate, No,4700000,15900000,4,859,3600000,2400000,13700000,4500000, Approved
9000,1, Not Graduate, Yes,8400000,20200000,6,545,19100000,6700000,23700000,4700000, Rejected
9001,1, Not Graduate, No,8600000,32400000,16,711,4400000,1000000,20800000,5100000, Approved
9002,3, Graduate, No,4900000,10200000,14,450,8400000,300000,16300000,3700000, Rejected
9003,4, Graduate, Yes,900000,4900000,6,739,2000000,200000,4500000,1300000, Approved
9004,1, Graduate, Yes,6500000,16900000,2,370,9300000,7100000,24500000,7800000, Rejected
9005,2, Not Graduate, No,6500000,23000000,4,300,13300000,7100000,22800000,9000000, Approved
9006,0, Graduate, No,3100000,10600000,8,484,3800000,4600000,12200000,1800000, Rejected
9007,3, Not Graduate, No,8400000,19800000,14,626,14300000,13900000,27000000,6400000, Approved
9008,3, Not Graduate, No,8100000,29700000,12,608,900000,1100000,31900000,11400000, Approved
9009,4, Not Graduate, Yes,6300000,17000000,14,786,16400000,1400000,17200000,4000000, Approved
9010,0, Graduate, No,2500000,5000000,14,655,500000,1300000,6000000,3100000, Approved
9011,3, Not Graduate, No,2900000,6500000,16,848,9300000,800000,10900000,3000000, Approved
9012,4, Not Graduate, Yes,9700000,25300000,4,535,10100000,11600000,30900000,12000000, Rejected
9013,3, Not Graduate, No,400000,1000000,6,431,800000,200000,600000,300000, Rejected
9014,4, Graduate, No,4400000,15800000,16,816,4900000,8000000,11200000,2800000, Approved
9015,1, Not Graduate, Yes,7200000,19400000,12,661,12600000,7400000,26300000,7200000, Approved
9016,0, Graduate, No,6700000,14800000,12,736,9100000,12700000,19800000,3200000, Approved
9017,4, Not Graduate, No,9900000,19300000,14,412,24700000,10800000,33700000,8200000, Rejected
9018,4, Not Graduate, Yes,8100000,27300000,12,568,11700000,9200000,18600000,8400000, Rejected
9019,1, Graduate, No,1300000,2100000,6,686,2100000,1100000,2100000,1100000, Approved
9020,5, Graduate, No,5100000,21200000,16,832,10800000,7400000,22600000,3900000, Approved
9021,4, Graduate, No,5700000,21500000,18,445,500000,4400000,12800000,6400000, Rejected
9022,3, Not Graduate, No,600000,2500000,12,834,1600000,1100000,2200000,900000, Approved
9023,4, Graduate, No,3500000,13600000,4,825,9700000,2200000,12600000,4100000, Approved
9024,0, Not Graduate, No,600000,1400000,14,650,1900000,600000,2300000,1000000, Approved
9025,0, Graduate, No,6800000,27600000,4,431,16400000,7800000,19500000,9800000, Approved
9026,2, Graduate, Yes,1600000,5900000,6,451,3000000,200000,5500000,1400000, Rejected
9027,0, Not Graduate, No,4900000,15600000,6,734,7200000,6500000,15100000,5800000, Approved
9028,4, Graduate, Yes,2300000,7600000,8,483,4200000,400000,4800000,1300000, Rejected
9029,4, Graduate, No,5400000,14500000,16,674,13900000,8300000,12600000,5900000, Approved
9030,3, Graduate, No,5900000,15600000,14,600,1200000,9000000,20500000,9400000, Approved
9031,3, Not Graduate, No,5300000,17000000,10,370,2800000,1400000,13200000,6500000, Rejected
9032,2, Not Graduate, No,1700000,3800000,20,569,3900000,1500000,4800000,2700000, Approved
9033,2, Not Graduate, Yes,600000,1800000,8,535,1400000,900000,1900000,900000, Rejected
9034,3, Not Graduate, No,8200000,19600000,14,748,12500000,13900000,30900000,8100000, Approved
9035,3, Graduate, Yes,9600000,27700000,12,709,16600000,6400000,22000000,9600000, Approved
9036,3, Graduate, Yes,1500000,6100000,18,402,800000,1900000,3900000,1300000, Rejected
9037,1, Not Graduate, Yes,5300000,18400000,10,519,6300000,8800000,19800000,8400000, Rejected
9038,4, Not Graduate, No,4500000,9900000,12,627,9600000,400000,15600000,6600000, Approved
9039,3, Graduate, No,1300000,3300000,2,655,300000,2100000,3300000,1900000, Approved
9040,4, Graduate, No,500000,1700000,18,861,1400000,900000,1600000,200000, Rejected
9041,2, Graduate, No,5500000,11800000,4,609,14500000,2900000,11300000,5200000, Approved
9042,2, Graduate, No,500000,2100000,16,438,1000000,400000,2400000,300000, Rejected
9043,5, Not Graduate, Yes,7600000,24500000,16,859,4100000,6700000,20700000,9100000, Approved
9044,4, Not Graduate, No,3800000,9600000,10,538,10500000,200000,11900000,1900000, Rejected
9045,3, Graduate, No,4700000,10000000,10,516,5400000,7400000,12400000,4800000, Rejected
9046,2, Not Graduate, Yes,400000,600000,8,526,500000,0,800000,300000, Approved
9047,2, Not Graduate, Yes,9200000,31500000,18,669,5200000,5700000,22700000,8100000, Approved
9048,2, Not Graduate, No,2600000,7900000,6,488,6400000,3900000,5300000,1900000, Approved
9049,0, Not Graduate, No,8900000,35700000,6,893,500000,15500000,21000000,9300000, Approved
9050,4, Graduate, No,2600000,8400000,2,802,500000,3800000,10700000,2500000, Approved
9051,4, Not Graduate, Yes,6400000,17000000,2,751,13600000,9400000,20900000,3700000, Rejected
9052,5, Graduate, No,5300000,12500000,8,735,1700000,400000,11500000,5400000, Approved
9053,0, Graduate, No,400000,800000,2,843,0,700000,1200000,300000, Approved
9054,4, Graduate, No,4800000,11200000,2,491,9200000,4100000,16800000,3100000, Rejected
9055,4, Not Graduate, Yes,7400000,23300000,16,900,3800000,4600000,15800000,6500000, Approved
9056,5, Not Graduate, Yes,9900000,32400000,6,337,5300000,18300000,26200000,7800000, Rejected
9057,4, Not Graduate, No,6500000,24200000,2,480,7300000,2500000,22400000,4200000, Approved
9058,0, Not Graduate, No,6300000,20800000,10,350,3500000,10700000,16700000,7800000, Rejected
9059,2, Graduate, Yes,1600000,5000000,4,793,1800000,2300000,5600000,700000, Approved
9060,3, Graduate, Yes,7200000,17800000,2,676,7400000,10900000,25100000,6400000, Approved
9061,3, Graduate, No,5600000,21100000,4,873,4600000,7600000,19000000,7300000, Approved
9062,3, Graduate, No,8900000,22000000,10,462,18700000,2400000,30600000,8400000, Rejected
9063,4, Graduate, Yes,6100000,17700000,18,672,1400000,5500000,12800000,4500000, Approved
9064,2, Not Graduate, Yes,6100000,17600000,6,665,8400000,8500000,12600000,5400000, Approved
9065,5, Not Graduate, No,3100000,7300000,12,572,10400000,5600000,11300000,3700000, Approved
9066,2, Graduate, No,6500000,14600000,10,828,13700000,4500000,12600000,8900000, Approved
9067,3, Not Graduate, No,5500000,10200000,12,821,13700000,5300000,11000000,7800000, Approved
9068,5, Graduate, Yes,4200000,16900000,2,634,10600000,7500000,12200000,6600000, Approved
9069,3, Graduate, Yes,5900000,16500000,8,460,7200000,10900000,19300000,3200000, Rejected
9070,1, Graduate, Yes,2100000,6500000,16,900,2500000,1900000,4600000,2200000, Approved
9071,4, Graduate, No,3100000,11600000,6,653,3100000,4800000,6500000,3900000, Approved
9072,0, Not Graduate, Yes,4700000,17000000,18,806,3500000,1500000,17800000,2700000, Approved
9073,2, Graduate, Yes,4900000,15400000,10,328,1900000,6700000,11300000,3000000, Rejected
9074,2, Graduate, No,3100000,10200000,12,492,4400000,1500000,10300000,4900000, Rejected
9075,2, Graduate, Yes,4400000,15900000,14,652,9700000,7300000,17400000,4800000, Approved
9076,2, Not Graduate, No,7900000,33100000,16,405,20200000,12000000,24200000,10400000, Rejected
